	Identifiant	Dev_stage.x	Site.x	UHI_class_2021.x	UHI_12_02_pixel.x	UHI_03_04_pixel.x	UHI_09_04_pixel.x	Session.x	Dispositif.x	Min1	Min2	Min3	Min4	Min5	Min6	Min7	Min8	Min9	Min10	Min11	Min12	Min13	Min14	Min15	Min16	Min17	Min18	Min19	Min20	Min21	Min22	Min23	Min24	Min25	Min26	Min27	Min28	Min29	Min30	Min31	Min32	Min33	Min34	Min35	Min36	Min37	Min38	Min39	Min40	Min41	Min42	Min43	Min44	Min45	Min46	Min47	Min48	Min49	Min50	Min51	Min52	Min53	Min54	Min55	Min56	Min57	Min58	Min59	Min60	Min61	Min62	Min63	Min64	Min65	Min66	Min67	Min68	Min69	Min70	Min71	Min72	Min73	Min74	Min75	Min76	Min77	Min78	Min79	Min80	Min81	Min82	Min83	Min84	Min85	Min86	Min87	Min88	Min89	Min90
293	M1/P/2/N19	Adult	M1	Medium	1.450	1.6	1.4500	2	B	20.9	25.6	28.6	28.6	28.6	28.6	32.3	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5
294	M1/P/2/N2	Adult	M1	Medium	1.450	1.6	1.4500	2	A	19.1	19.1	30.9	15.3	22.7	30.4	30.4	30.4	30.4	23.6	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	28.8	29.1	29.1	29.1	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	31.3	31.3	33.8	33.1	33.1	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8
295	M1/P/2/N20	Adult	M1	Medium	1.450	1.6	1.4500	2	B	25.4	25.4	29.9	34.1	37.7	37.7	38	38	37.2	37.2	37.2	37.2	37.2	37.2	37.2	37.2	37.2	37.2	37.2	36.2	36.2	36.2	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6
296	M1/P/2/N21	Adult	M1	Medium	1.450	1.6	1.4500	2	B	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	37.7	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36.5	36.7	32.3	37.3	36.3	32.5	34.3	34.3	32.8	36.8	36.8	31.3	33.5	31.3	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
297	M1/P/2/N21	Adult	M1	Medium	1.450	1.6	1.4500	2	B	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	37.7	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36.5	36.7	32.3	37.3	36.3	32.5	34.3	34.3	32.8	36.8	36.8	31.3	33.5	31.3	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
298	M1/P/2/N21	Adult	M1	Medium	1.450	1.6	1.4500	2	B	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	37.7	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36.5	36.7	32.3	37.3	36.3	32.5	34.3	34.3	32.8	36.8	36.8	31.3	33.5	31.3	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
299	M1/P/2/N21	Adult	M1	Medium	1.450	1.6	1.4500	2	B	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	37.7	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36.5	36.7	32.3	37.3	36.3	32.5	34.3	34.3	32.8	36.8	36.8	31.3	33.5	31.3	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
300	M1/P/2/N22	Adult	M1	Medium	1.450	1.6	1.4500	2	B	34.6	33.1	31.1	34.5	29.8	34.3	34.3	34.3	37.7	33.6	34.3	32.3	35.6	35.6	35.5	35.5	35.5	35.5	37.3	33.3	17.2	30.3	37.7	30.9	34.5	34.5	24.9	31.9	30.4	33.6	33.6	31.3	34.8	32.1	33	17.2	33	33	33	30.1	30.1	35.8	33	28.9	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	35.6	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3
301	M1/P/2/N23	Adult	M1	Medium	1.450	1.6	1.4500	2	B	33.8	25.9	30.1	35	35	35	34.5	17.2	33.5	33.8	27.1	22.5	31.1	35	35	35	35	35	35	35	35	17.5	34.6	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37
302	M1/P/2/N24	Adult	M1	Medium	1.450	1.6	1.4500	2	B	36.5	29.1	37.7	29.3	34.5	27.2	35	35	35	35	35	35	18.7	34.5	37.7	31.3	31.3	19	35	35	35	35	35	33	35.1	35.1	35.1	35.1	35.1	22.5	34.6	31.1	35.1	32.5	37.7	37	33	33.3	33.3	33.3	35.8	35.8	35.8	35.8	33.5	34.5	18.7	36.7	33.3	33.6	29.3	34.5	30.4	36	36	36	36	36	36	36	36	36	36	36	36	34.8	35	37.3	31.4	36.7	32.6	35.5	37.7	29.6	35.1	35.1	35.1	35.1	35.1	37.7	37.7	35	32.1	34.3	33.5	32.5	37.7	33	34.6	34.6
303	M1/P/2/N25	Adult	M1	Medium	1.450	1.6	1.4500	2	B	21.7	30.1	33	33	33	33	38	38	38	38	38	38	37.5	37.5	37.5	28.9	33.3	33	36.3	35.6	36.2	36.2	36.2	36.2	29.1	36.2	21.7	38	35	37.5	34.1	38	34.3	17.2	24	32.5	38	16.8	18	37.7	17.5	38	34.3	37.3	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	32.3	35.6	37.7	35.1	35.1	27.9	27.9	36.3	36.5	35.6	36.2	33.1	32.6	34	34
304	M1/P/2/N26	Adult	M1	Medium	1.450	1.6	1.4500	2	B	23.9	23.9	29.3	29.6	29.6	36	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	36.7	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3
305	M1/P/2/N27	Adult	M1	Medium	1.450	1.6	1.4500	2	B	35.5	36.5	29.3	30.3	29.1	29.1	36.3	21.9	31.4	22.7	28.6	28.6	33.5	33.5	37.7	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	27.1	32.8	34.8	33.3	36.7	26.7	34	33	26.9	35.6	35.6	35.6	35.6	35.6	35.6	35.6	31.8	31.8	35.1	36.2	36.2	31.3	31.3	32.6	37.2	35.6	37	37	37	37	37	37	37	37	37
306	M1/P/2/N3	Adult	M1	Medium	1.450	1.6	1.4500	2	A	35.3	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	35.3	35.3	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	25.4	34.6	34.6	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32	32	32	30.6	30.6	30.6	30.6	30.6	30.6	30.6	32	32	32	32	32	32	32	32	32	31.3	31.3	31.3	31.3	31.3	31.3
307	M1/P/2/N4	Adult	M1	Medium	1.450	1.6	1.4500	2	A	35.3	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	34.6	34.6	33.5	33.5	33.5	33.5	33.5	33.5	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6
308	M1/P/2/N5	Adult	M1	Medium	1.450	1.6	1.4500	2	A	26.3	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	31.3	23.4	25.9	30.9	32	22.8	31.9	34.7	32	15.4	30	31.5	38.2	38.2	22.3	22.3	24.5	32.6	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	30.6	34.2	33.5	33.5	33.5	33.5	33.5	20.7	33.5	25.2	31.9	32	30.8	27	26.1	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32	32	32	32	32	32	32	32	32	32	32
309	M1/P/2/N6	Adult	M1	Medium	1.450	1.6	1.4500	2	A	24.6	24.6	19.8	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	28.6	35.3	15.4	33.7	37.8	15.4	37.8	16.2	35.5	29	19.1	34.7	34.2	31.9	15.8	31.1	30.4	17.8	21.4	17.1	19.2	16.7	17.6	18.3	18	18	28.2	31.9	31.1	31.1	31.1	31.1	28.8	30.2	33.5	31.3	31.3	29	27.9	28.6	28.6	28.6	28.6	30.6	27.7	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29	28.4	29.9	29.7	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.3	29.1	29.1	29.1
310	M1/P/2/N7	Adult	M1	Medium	1.450	1.6	1.4500	2	A	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.3	17.3	28.2	32	32
311	M1/P/2/N8	Adult	M1	Medium	1.450	1.6	1.4500	2	A	27.5	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	29.1	29.1	29.1	29.1	29.1	29.1	29.1	27.7	27.7	29.1	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9
312	M1/P/2/N9	Adult	M1	Medium	1.450	1.6	1.4500	2	A	27.2	37.8	16.2	33.1	29	23.2	32.8	31.3	16.2	32.4	29.3	20.7	32	31.3	31.3	31.3	31.3	31.3	31.3	26.6	35.1	31.3	31.3	33.7	33.7	32.8	32.8	32.8	32.8	32.8	26.3	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	24.8	32.2	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1
313	M1/P/N1	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	35.1	35.3	35.3	36.7	36.7	NA	NA	NA	NA	37.8	36.9	36.7	36.7	36.7	36.7	36.7	NA	36.7	35.5	35.5	35.5	35.5	35.5	35.5	35.5	23.9	34.2	34.2	34.9	34.9	35.6	35.6	35.6	35.6	35.6	35.6	35.6	36.4	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	32.9	34.7	34.7	34.7	34.7	34.7	34.7	34.7	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	35.1	35.1	35.1	35.1	35.1	35.1	35.1	NA	35.1	35.1	35.1	35.1	34.2	34.2	34.2	34.2	34.2	34.2
314	M1/P/N10	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	15.6	26.4	30.6	26.1	30.6	23.2	30.2	24.8	28.2	25.3	28.1	15.4	17.2	28.4	30.2	30.9	NA	28.1	30.9	30.9	30.9	30.9	30.9	30.9	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	36.7	36.7	36.7	36.9	36.9	36.9	36.9	35.6	35.6	35.6	35.6	35.6	35.6	35.6	NA	35.6	35.6	35.6	35.6	35.6	35.6	35.3	35.3	35.3	35.3
315	M1/P/N11	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	36.7	36.7	36.7	36.2	36.2	NA	36.2	36.2	36.2	36	36	36	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	33.5	33.5	33.5	34.4	34.4	34.4	34.4	34.4	34.4	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	35.6	35.6	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	NA	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7
316	M1/P/N12	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	35.5	35.5	35.5	35.5	35.5	35.5	35.5	NA	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	16.5	27	32.4	33.5	33.5	33.5	33.5	33.5	33.5	33.5	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	32.7	34.2	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	NA	35.3	35.3	35.3	36.7	35.1	35.1	35.1	35.1	35.1	35.1
317	M1/P/N13	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	35.5	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	NA	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	31.1	35.6	36.4	36.2	36.2	36.2	36.2	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	NA	34.7	34.7	34.7	34.7	34.9	34.9	34.9	34.9	34.9	34.9
318	M1/P/N14	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	31.5	31.5	31.3	31.3	37.8	37.8	37.8	37.8	37.8	37.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.6	37.6	37.7	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	36.2	34.9	34.9	34.9	34.9	34.9	34.9	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.4	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	NA	37.4	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3
319	M1/P/N15	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	20.7	23	28.6	33.6	31.1	33.8	33.8	33.8	33.8	NA	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	35.5	35.3	35.3	35.3	35.3	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.9	34.9	34.9	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	30.8	33.5	33.8	33.8	34	34	34	34	34	NA	NA	NA	34.5	34.5	34.5	34.5	34.5	33.8	34	34	34.5	34.5	34.5	34.5	34	34	34	34	34	34	34	34
320	M1/P/N16	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	30	28.4	28.4	28.4	33.6	31.8	27.5	29.1	29.1	NA	29.1	30.2	30.2	30.2	30.9	32.2	33.5	34.2	33.3	33.3	33.1	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	29.9	29.9	32	32	32	32	32	32	32	32.9	36.5	33.8	33.8	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	31.3	31.7	31.7	31.8	31.8	31.8	31.8	31.8	NA	31.8	31.8	31.8	31.8	34	33.6	33.6	33.6	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	31.7	31.7	31.7
321	M1/P/N17	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	26.8	30.6	33.3	34.9	34.9	34.9	34.9	34.9	34.9	NA	34.9	34.9	34.9	34.9	34.9	34.9	34.9	36.2	36.2	36.2	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	35.6	35.6	35.6	35.6	35.6	35.3	35.3	35.3	35.3	35.3	35.3	34.7	34.7	34.7	34.7	34.7	34.7	34.4	NA	34.4	34.4	34.4	34.4	34.4	34.4	34.5	35.5	35.5	35.5	35.5	35.5	35.5	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.8	35.6
322	M1/P/N18	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	27.9	26.3	34.2	34.2	34.2	34.2	34.2	34.2	34.2	NA	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	NA	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	NA	NA	34.9	33.3
323	M1/P/N19	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	34.7	27	32.4	35.1	35.1	35.1	35.1	35.1	35.1	NA	35.1	35.1	35.1	36.7	36.4	36.4	36.4	36.4	35.5	35.6	35.6	35.6	35.6	35.6	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	35.6	35.6	35.6	35.1	35.1	35.1	35.1	35.1	35.1	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	NA	34.5	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.4	34.4	34.4	34.4	34.4
324	M1/P/N2	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	27.7	24.3	27.7	15.1	25.7	34	34	20.8	25.5	36	36	36	36	36	34.2	32.6	NA	35.6	27.3	28.8	37.8	35.6	34.2	15.2	33.5	35.6	32	32	33.5	33.1	27	30.6	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	36.4	25.5	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	NA	36.4	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	NA	35.6	35.6	35.6	35.6	35.6	35.6	35.6	33.5	34.5	34.5
325	M1/P/N20	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	22.5	30.4	30.4	32.9	35.1	35.1	35.1	35.1	35.1	NA	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	38.2	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	NA	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	36.4	36.4	36.4	36.4	36.4	34.9	34.9	34.9
326	M1/P/N21	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	21	25.5	24.1	30.2	32.7	27.3	34.7	34.7	34.7	NA	34.7	34.7	34.7	34.7	34.7	34.7	34.7	36	36	36	36	36.7	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	NA	34.5	34.5	34.5	34.5	34.5	34.5	34	34	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	NA	35.1	35.1	35.1	35.1	34.2	34.2	34.2	34.2	34.2	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4
327	M1/P/N22	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	30.4	25.7	28.6	28.6	33.5	33.5	33.5	34.4	34.4	NA	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	36.4	36.4	36.4	35.8	35.8	35.8	35.8	35.8	35.8	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	NA	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	34	34	34	34	34	33.5	33.3	33.3	33.3	35.5	35.5
328	M1/P/N23	Juvenile	M1	Medium	1.450	1.6	1.4500	1	A	15.4	25.3	25.3	28.6	30.9	34.5	35.6	35.6	35.6	NA	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	33.8	34.7	34.7	34.7	34.7	34.7	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	NA	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	33.8	33.8	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.9
